COD_ANT;COD_COMPLETO;OTROS_COD;CODIGO;COD_COMPUESTO;ID_GC;ID_AUX;DESCRIP_ARPRO;COMPLEMENTOS;MARCA;MODELO;SERIE;PROCESADOR;GENERACION;HDD;RAM;MATERIAL;COLOR;MEDIDAS;CUSTODIO;OBSERV;DESCRIPCION;ESTADO;DEPARTAMENTO;EDIFICIO;PISO;UBI_ESPEC;OFICINA;ID_RESP;INVENTARIADOR;FECHA
35070214040;035-07-02-14-040;35020207014/FCF-135-003 / FCF-155-003;00013;AOE-00013;2;14;ESCRITORIO;TAPA FORMICA 7 CAJONES;;;;;;;;MADERA;CAFê;76X160X75;;;ESCRITORIO DE MADERA COLOR CAFê DE 76X160X75 Cm. CON TAPA FORMICA 7 CAJONES ;4;1;LITORAL;4;;UNIDAD DE RECUPERACION DE CARTERA;107;DANIEL - EDWIN;45558
35070214032;035-07-02-14-032;35020207041/05-EMA-01-15/95/SNP 2053;00014;AOE-00014;2;14;ESCRITORIO;4 CAJONES;;;;;;;;MADERA;CAFê;79X109X65;;;ESCRITORIO DE MADERA COLOR CAFê DE 79X109X65 Cm. CON 4 CAJONES ;4;1;LITORAL;4;;UNIDAD DE RECUPERACION DE CARTERA;107;DANIEL - EDWIN;45558
35070214004;035-07-02-14-004;35020207055/SNP-2101 / FCC-0101-M603 / 03-MMT-01-03 / 93;00015;AOE-00015;2;29;MESA AUXILIAR;TAPA TAPIZ CUERINA NEGRA 2 CAJONES Y RUEDAS;;;;;;;;METAL;PLOMO;69X80X45;;;MESA AUXILIAR DE METAL COLOR PLOMO DE 69X80X45 Cm. CON TAPA TAPIZ CUERINA NEGRA 2 CAJONES Y RUEDAS ;4;1;LITORAL;4;;UNIDAD DE RECUPERACION DE CARTERA;107;DANIEL - EDWIN;45558
35070220017;035-07-02-20-017;35020224033/SNP-1964;00016;AOE-00016;2;20;GAVETERO;4 GAVETAS;;;;;;;;METAL;PLOMO;132X47X63;;;GAVETERO DE METAL COLOR PLOMO DE 132X47X63 Cm. CON 4 GAVETAS ;6;1;LITORAL;4;;UNIDAD DE RECUPERACION DE CARTERA;107;DANIEL - EDWIN;45558
35070235009;035-07-02-35-009;-/FPTBP-01-03-100 / FPTBP-LP-1107807 / FONDO DE LA BANCA PRIVADA ENTE GESTOR;00017;AOE-00017;2;35;PERCHERO;6 GANCHOS;;;;;;;;METAL;PLOMO;166;CUSTODIO;;PERCHERO DE METAL COLOR PLOMO DE 166 Cm. CON 6 GANCHOS ;4;1;LITORAL;4;;UNIDAD DE RECUPERACION DE CARTERA;107;DANIEL - EDWIN;45558
35070216011;035-07-02-16-011;"35020218204/OF-70-E-250-1 / 1-70E2--1; 02-15-02-02-00-06-4 / FABRIL FA-01050601";00018;AOE-00018;2;16;ESTANTE;9 DIVISIONES;;;;;;;;MADERA;CAFê;186X149X34;CUSTODIO;;ESTANTE DE MADERA COLOR CAFê DE 186X149X34 Cm. CON 9 DIVISIONES ;4;1;LITORAL;4;;UNIDAD DE RECUPERACION DE CARTERA;107;DANIEL - EDWIN;45558
35070216012;035-07-02-16-012;35020218194/SNP-2096/FI6011/BP-0166/FE31903039015;00019;AOE-00019;2;16;ESTANTE;4 DIVISIONES;;;;;;;;MADERA;CAFê;148X81X29;CUSTODIO;;ESTANTE DE MADERA COLOR CAFê DE 148X81X29 Cm. CON 4 DIVISIONES ;4;1;LITORAL;4;;UNIDAD DE RECUPERACION DE CARTERA;107;DANIEL - EDWIN;45558
35070245003;035-07-02-45-003;35020218007/-;00020;AOE-00020;2;16;ESTANTE;2 CAJONES 2 PUERTAS BATIENES CON VIDRIO 4 DIVISIONES INTERNAS;;;;;;;;MADERA;CAFê;169X119X39;CUSTODIO;;ESTANTE DE MADERA COLOR CAFê DE 169X119X39 Cm. CON 2 CAJONES 2 PUERTAS BATIENES CON VIDRIO 4 DIVISIONES INTERNAS ;4;1;LITORAL;4;;UNIDAD DE RECUPERACION DE CARTERA;107;DANIEL - EDWIN;45558
35070214039;035-07-02-14-039;-/01-01-0201 / MAGISTERIO 01-01-0201;00021;AOE-00021;2;14;ESCRITORIO;1 ALERO 4 CAJONES;;;;;;;;MADERA;CAFê;78X119X68;CUSTODIO;;ESCRITORIO DE MADERA COLOR CAFê DE 78X119X68 Cm. CON 1 ALERO 4 CAJONES ;4;1;LITORAL;4;;UNIDAD DE RECUPERACION DE CARTERA;107;DANIEL - EDWIN;45558
35070229033;035-07-02-29-033;35020232032/FMG-M64-11L/SNP 1954/CCM-24;00022;AOE-00022;2;29;MESA AUXILIAR;TAPA FORMICA 1 ALERO 1 CAJON;;;;;;;;MADERA;CAFê;74X63X40;CUSTODIO;;MESA AUXILIAR DE MADERA COLOR CAFê DE 74X63X40 Cm. CON TAPA FORMICA 1 ALERO 1 CAJON ;4;1;LITORAL;4;;UNIDAD DE RECUPERACION DE CARTERA;107;DANIEL - EDWIN;45558
35070220015;035-07-02-20-015;35020224026/1060701 / SNP-1935 / 0133G090 / 224;00023;AOE-00023;2;20;GAVETERO;4 GAVETAS;;;;;;;;METAL;PLOMO;132X46X63;CUSTODIO;;GAVETERO DE METAL COLOR PLOMO DE 132X46X63 Cm. CON 4 GAVETAS ;4;1;LITORAL;4;;UNIDAD DE RECUPERACION DE CARTERA;107;DANIEL - EDWIN;45558
35070235019;035-07-02-35-019;35020237011/FCC 0101-P409 / SNP-1776 / FCC 51-6101;00024;AOE-00024;2;35;PERCHERO;6 GANCHOS METALICOS;;;;;;;;MADERA;CAFê;177;;;PERCHERO DE MADERA COLOR CAFê DE 177 Cm. CON 6 GANCHOS METALICOS ;4;1;LITORAL;4;;UNIDAD DE RECUPERACION DE CARTERA;109;DANIEL - EDWIN;45558
35070214033;035-07-02-14-033;35020207020/MAGISTERIO 01-01-0010;00025;AOE-00025;2;14;ESCRITORIO;2 ALEROS 7 CAJONES;;;;;;;;MADERA;CAFê;80X160X79;;;ESCRITORIO DE MADERA COLOR CAFê DE 80X160X79 Cm. CON 2 ALEROS 7 CAJONES ;4;1;LITORAL;4;;UNIDAD DE RECUPERACION DE CARTERA;109;DANIEL - EDWIN;45558
35070241019;035-07-02-41-019;35010241130/SNP 1373/SNP-M-04-0019/604;00026;AOE-00026;2;42;SILLON FIJO;ASIENTO ESPALDAR TAPIZ TELA CAFê Y APOYABRAZOS;;;;;;;;MADERA;CAFê;;;;SILLON FIJO DE MADERA COLOR CAFê CON ASIENTO ESPALDAR TAPIZ TELA CAFê Y APOYABRAZOS ;4;1;LITORAL;4;;UNIDAD DE RECUPERACION DE CARTERA;109;DANIEL - EDWIN;45558
35070229022;035-07-02-29-022;35020232040/FPTBP-LP  10 035 07/FPTBP-01-03-08;00028;AOE-00028;2;29;MESA AUXILIAR;1 CAJON Y RUEDAS;;;;;;;;MADERA;CAFê;69X99X58;;;MESA AUXILIAR DE MADERA COLOR CAFê DE 69X99X58 Cm. CON 1 CAJON Y RUEDAS ;4;1;LITORAL;4;;UNIDAD DE RECUPERACION DE CARTERA;109;DANIEL - EDWIN;45558
35073807005;035-07-38-07-005;35020219004/SNP-1689 / 2SAZ;00029;AOE-00029;2;56;ESTUFA ELECTRICA;;EWT;;;;;;;;;;;;ESTUFA ELECTRICA MARCA EWT ;7;1;LITORAL;4;;UNIDAD DE RECUPERACION DE CARTERA;109;DANIEL - EDWIN;45558
35070216205;035-07-02-16-205;35020218157/117;00030;AOE-00030;2;16;ESTANTE;4 BANDEJAS;;;;;;;;METAL;PLOMO;200X92X46;;;ESTANTE DE METAL COLOR PLOMO DE 200X92X46 Cm. CON 4 BANDEJAS ;4;1;LITORAL;4;ARCHIVO 13;ARCHIVO;87;DANIEL - EDWIN;45559
35070216045;035-07-02-16-045;35020218026/SNP-1724 / 136;00031;AOE-00031;2;16;ESTANTE TIPO MECANO;6 BANDEJAS;;;;;;;;METAL;PLOMO;200X94X33;;;ESTANTE TIPO MECANO DE METAL COLOR PLOMO DE 200X94X33 Cm. CON 6 BANDEJAS ;4;1;LITORAL;4;ARCHIVO 13;ARCHIVO;87;DANIEL - EDWIN;45559
35070216203;035-07-02-16-203;35020218165/SNP-1971/14-ESMT-02-07A/119;00032;AOE-00032;2;16;ESTANTE TIPO MECANO;5 BANDEJAS;;;;;;;;METAL;PLOMO;200X91X31;;;ESTANTE TIPO MECANO DE METAL COLOR PLOMO DE 200X91X31 Cm. CON 5 BANDEJAS ;2;1;LITORAL;4;ARCHIVO 13;ARCHIVO;87;DANIEL - EDWIN;45559
35070216202;035-07-02-16-202;35020218113/SNP-1902/FMAUD-01/120;00033;AOE-00033;2;16;ESTANTE TIPO MECANO;5 BANDEJAS;;;;;;;;METAL;PLOMO;200X91X31;;;ESTANTE TIPO MECANO DE METAL COLOR PLOMO DE 200X91X31 Cm. CON 5 BANDEJAS ;2;1;LITORAL;4;ARCHIVO 13;ARCHIVO;87;DANIEL - EDWIN;45559
35070216201;035-07-02-16-201;35020218112/SNP-1903/MAGISTERIO 01-01-0110/121;00034;AOE-00034;2;16;ESTANTE;5 BANDEJAS;;;;;;;;METAL;PLOMO;200X94X30;;;ESTANTE DE METAL COLOR PLOMO DE 200X94X30 Cm. CON 5 BANDEJAS ;2;1;LITORAL;4;ARCHIVO 13;ARCHIVO;87;DANIEL - EDWIN;45559
35070216200;035-07-02-16-200;35020218116/SNP-1899/MAGISTERIO 01-01-0114/122;00035;AOE-00035;2;16;ESTANTE;5 BANDEJAS;;;;;;;;METAL;PLOMO;200X95X31;;;ESTANTE DE METAL COLOR PLOMO DE 200X95X31 Cm. CON 5 BANDEJAS ;2;1;LITORAL;4;ARCHIVO 13;ARCHIVO;87;DANIEL - EDWIN;45559
35070216199;035-07-02-16-199;35020218115/SNP-1900/MAGISTERIO 01-01-0062/123;00036;AOE-00036;2;16;ESTANTE;5 BANDEJAS;;;;;;;;METAL;PLOMO;200X95X31;;;ESTANTE DE METAL COLOR PLOMO DE 200X95X31 Cm. CON 5 BANDEJAS ;2;1;LITORAL;4;ARCHIVO 13;ARCHIVO;87;DANIEL - EDWIN;45559
35070216198;035-07-02-16-198;35020218118/SNP-1897/MAGISTERIO01-01-0108/124;00037;AOE-00037;2;16;ESTANTE;5 BANDEJAS;;;;;;;;METAL;PLOMO;200X95X31;;;ESTANTE DE METAL COLOR PLOMO DE 200X95X31 Cm. CON 5 BANDEJAS ;2;1;LITORAL;4;ARCHIVO 13;ARCHIVO;87;DANIEL - EDWIN;45559
35070216197;035-07-02-16-197;35020218197/SNP-1913/MAGISTERIO 01-01-0108/125;00038;AOE-00038;2;16;ESTANTE;5 BANDEJAS;;;;;;;;METAL;PLOMO;200X95X31;;;ESTANTE DE METAL COLOR PLOMO DE 200X95X31 Cm. CON 5 BANDEJAS ;2;1;LITORAL;4;ARCHIVO 13;ARCHIVO;87;DANIEL - EDWIN;45559
35070216196;035-07-02-16-196;35020218114/SNP-1901/MAGISTERIO 01-01-0109/126;00039;AOE-00039;2;16;ESTANTE;5 BANDEJAS;;;;;;;;METAL;PLOMO;200X95X31;;;ESTANTE DE METAL COLOR PLOMO DE 200X95X31 Cm. CON 5 BANDEJAS ;2;1;LITORAL;4;ARCHIVO 13;ARCHIVO;87;DANIEL - EDWIN;45559
35070216195;035-07-02-16-195;35020218127/SNP-1884/MAGISTERIO 01-01-0501/127;00040;AOE-00040;2;16;ESTANTE;5 BANDEJAS;;;;;;;;METAL;PLOMO;200X95X31;;;ESTANTE DE METAL COLOR PLOMO DE 200X95X31 Cm. CON 5 BANDEJAS ;4;1;LITORAL;4;ARCHIVO 13;ARCHIVO;87;DANIEL - EDWIN;45559
35070216194;035-07-02-16-194;35020218138/SNP-1895/MAGISTERIO 01-01-0113/128;00041;AOE-00041;2;16;ESTANTE TIPO MECANO;6 BANDEJAS;;;;;;;;METAL;PLOMO;220X92X43;;;ESTANTE TIPO MECANO DE METAL COLOR PLOMO DE 220X92X43 Cm. CON 6 BANDEJAS ;4;1;LITORAL;4;ARCHIVO 13;ARCHIVO;87;DANIEL - EDWIN;45559
35070216204;035-07-02-16-204;35020218156/118;00042;AOE-00042;2;16;ESTANTE TIPO MECANO;6 BANDEJAS;;;;;;;;METAL;PLOMO;200X92X51;;;ESTANTE TIPO MECANO DE METAL COLOR PLOMO DE 200X92X51 Cm. CON 6 BANDEJAS ;4;1;LITORAL;4;ARCHIVO 13;ARCHIVO;87;DANIEL - EDWIN;45559
35070216187;035-07-02-16-187;35020218135/SNP-1892/MAGISTERIO 01-01-0132/135;00043;AOE-00043;2;16;ESTANTE;6 BANDEJAS;;;;;;;;METAL;PLOMO;200X93X43;;;ESTANTE DE METAL COLOR PLOMO DE 200X93X43 Cm. CON 6 BANDEJAS ;4;1;LITORAL;4;ARCHIVO 13;ARCHIVO;87;DANIEL - EDWIN;45559
35070216188;035-07-02-16-188;35020218132/SNP-1889/MAGISTERIO/134;00044;AOE-00044;2;16;ESTANTE;6 BANDEJAS;;;;;;;;METAL;PLOMO;200X93X43;;;ESTANTE DE METAL COLOR PLOMO DE 200X93X43 Cm. CON 6 BANDEJAS ;4;1;LITORAL;4;ARCHIVO 13;ARCHIVO;87;DANIEL - EDWIN;45559
35070216189;035-07-02-16-189;35020218133/SNP-1890/MAGISTERIO/133;00045;AOE-00045;2;16;ESTANTE;6 BANDEJAS;;;;;;;;METAL;PLOMO;200X93X43;;;ESTANTE DE METAL COLOR PLOMO DE 200X93X43 Cm. CON 6 BANDEJAS ;4;1;LITORAL;4;ARCHIVO 13;ARCHIVO;87;DANIEL - EDWIN;45559
35070216190;035-07-02-16-190;35020218136/SNP-1893/MAGISTERIO 01-01-0112/132;00046;AOE-00046;2;16;ESTANTE;6 BANDEJAS;;;;;;;;METAL;PLOMO;200X93X43;;;ESTANTE DE METAL COLOR PLOMO DE 200X93X43 Cm. CON 6 BANDEJAS ;4;1;LITORAL;4;ARCHIVO 13;ARCHIVO;87;DANIEL - EDWIN;45559
35070216191;035-07-02-16-191;35020218124/SNP-1918/MAGISTERIO 01-01-0372/131;00047;AOE-00047;2;16;ESTANTE;6 BANDEJAS;;;;;;;;METAL;PLOMO;200X93X43;;;ESTANTE DE METAL COLOR PLOMO DE 200X93X43 Cm. CON 6 BANDEJAS ;4;1;LITORAL;4;ARCHIVO 13;ARCHIVO;87;DANIEL - EDWIN;45559
35070216192;035-07-02-16-192;35020218180/SNP-1996/MAGISTERIO 01-01-0035/130;00048;AOE-00048;2;16;ESTANTE TIPO MECANO;6 BANDEJAS;;;;;;;;METAL;PLOMO;219X91X43;;;ESTANTE TIPO MECANO DE METAL COLOR PLOMO DE 219X91X43 Cm. CON 6 BANDEJAS ;6;1;LITORAL;4;ARCHIVO 13;ARCHIVO;87;DANIEL - EDWIN;45559
35070216193;035-07-02-16-193;35020218181/SNP-1995/MAGISTERIO 01-01-0036/129;00049;AOE-00049;2;16;ESTANTE TIPO MECANO;6 BANDEJAS;;;;;;;;METAL;PLOMO;219X91X43;;;ESTANTE TIPO MECANO DE METAL COLOR PLOMO DE 219X91X43 Cm. CON 6 BANDEJAS ;6;1;LITORAL;4;ARCHIVO 13;ARCHIVO;87;DANIEL - EDWIN;45559
35070216186;035-07-02-16-186;35020218199/SNP-1911/FM-CD-014/FM-AR-002/FM-CB-014/137;00050;AOE-00050;2;16;ESTANTE TIPO MECANO;5 BANDEJAS;;;;;;;;METAL;CAFê;200X91X31;;;ESTANTE TIPO MECANO DE METAL COLOR CAFê DE 200X91X31 Cm. CON 5 BANDEJAS ;4;1;LITORAL;4;ARCHIVO 13;ARCHIVO;87;DANIEL - EDWIN;45559
35070216168;035-07-02-16-168;35020218111/SNP-1904/FM-SG20/138;00051;AOE-00051;2;16;ESTANTE TIPO MECANO;5 BANDEJAS;;;;;;;;METAL;PLOMO;200X91X31;;;ESTANTE TIPO MECANO DE METAL COLOR PLOMO DE 200X91X31 Cm. CON 5 BANDEJAS ;4;1;LITORAL;4;ARCHIVO 13;ARCHIVO;87;DANIEL - EDWIN;45559
35070216167;035-07-02-16-167;35020218198/SNP-1912/MAGISTERIO 01-01-0374/139;00052;AOE-00052;2;16;ESTANTE TIPO MECANO;5 BANDEJAS;;;;;;;;METAL;PLOMO;200X91X31;;;ESTANTE TIPO MECANO DE METAL COLOR PLOMO DE 200X91X31 Cm. CON 5 BANDEJAS ;4;1;LITORAL;4;ARCHIVO 13;ARCHIVO;87;DANIEL - EDWIN;45559
35070216166;035-07-02-16-166;35020218201/SNP-1909/MAGISTERIO/140;00053;AOE-00053;2;16;ESTANTE TIPO MECANO;6 BANDEJAS;;;;;;;;METAL;PLOMO;200X92X30;;;ESTANTE TIPO MECANO DE METAL COLOR PLOMO DE 200X92X30 Cm. CON 6 BANDEJAS ;4;1;LITORAL;4;ARCHIVO 13;ARCHIVO;87;DANIEL - EDWIN;45559
35070216165;035-07-02-16-165;35020218117/SNP-1898/FMGB-013/141;00054;AOE-00054;2;16;ESTANTE TIPO MECANO;5 BANDEJAS;;;;;;;;METAL;PLOMO;200X91X30;;;ESTANTE TIPO MECANO DE METAL COLOR PLOMO DE 200X91X30 Cm. CON 5 BANDEJAS ;4;1;LITORAL;4;ARCHIVO 13;ARCHIVO;87;DANIEL - EDWIN;45559
35070216164;035-07-02-16-164;35020218183/SNP-1986/MAGISTERIO 01-01-0755/142;00055;AOE-00055;2;16;ESTANTE TIPO MECANO;6 BANDEJAS;;;;;;;;METAL;PLOMO;200X91X30;;;ESTANTE TIPO MECANO DE METAL COLOR PLOMO DE 200X91X30 Cm. CON 6 BANDEJAS ;4;1;LITORAL;4;ARCHIVO 13;ARCHIVO;87;DANIEL - EDWIN;45559
35070216163;035-07-02-16-163;35020218044/SNP-1753/FOPAP-260-12/143;00056;AOE-00056;2;16;ESTANTE 2 CUERPOS;12 BANDEJAS;;;;;;;;METAL;PLOMO;193X190X33;;;ESTANTE 2 CUERPOS DE METAL COLOR PLOMO DE 193X190X33 Cm. CON 12 BANDEJAS ;4;1;LITORAL;4;ARCHIVO 13;ARCHIVO;87;DANIEL - EDWIN;45559
35070216118;035-07-02-16-118;35020218220/MAGISTERIO 01-01-0907/Resolucion 527 158;00057;AOE-00057;2;16;ESTANTE TIPO MECANO 2 CUERPOS;12 BANDEJAS;;;;;;;;METAL;PLOMO;201X184X30;;;ESTANTE TIPO MECANO 2 CUERPOS DE METAL COLOR PLOMO DE 201X184X30 Cm. CON 12 BANDEJAS ;4;1;LITORAL;4;ARCHIVO 13;ARCHIVO;87;DANIEL - EDWIN;45559
35070216206;035-07-02-16-206;-/MAGISTERIO 01-01-1064 resolucion ministerial 527  /   157;00058;AOE-00058;2;16;ESTANTE TIPO MECANO;5 BANDEJAS;;;;;;;;METAL;PLOMO;200X92X30;;;ESTANTE TIPO MECANO DE METAL COLOR PLOMO DE 200X92X30 Cm. CON 5 BANDEJAS ;4;1;LITORAL;4;ARCHIVO 13;ARCHIVO;87;DANIEL - EDWIN;45559
35070216119;035-07-02-16-119;35020218218/MAGISTERIO 01-01-0915/Resolucion 527| 156;00059;AOE-00059;2;16;ESTANTE;6 BANDEJAS;;;;;;;;METAL;PLOMO;200X90X40;;;ESTANTE DE METAL COLOR PLOMO DE 200X90X40 Cm. CON 6 BANDEJAS ;2;1;LITORAL;4;ARCHIVO 13;ARCHIVO;87;DANIEL - EDWIN;45559
35070216120;035-07-02-16-120;35020218219/MAGISTERIO 01-01-0031/RESOLUCION MINISTERIAL 527 155;00060;AOE-00060;2;16;ESTANTE;6 BANDEJAS;;;;;;;;METAL;PLOMO;200X93X43;;;ESTANTE DE METAL COLOR PLOMO DE 200X93X43 Cm. CON 6 BANDEJAS ;4;1;LITORAL;4;ARCHIVO 13;ARCHIVO;87;DANIEL - EDWIN;45559
35070216155;035-07-02-16-155;-/resolucion ministerial 527/154;00061;AOE-00061;2;16;ESTANTE;6 BANDEJAS;;;;;;;;METAL;PLOMO;200X93X43;;;ESTANTE DE METAL COLOR PLOMO DE 200X93X43 Cm. CON 6 BANDEJAS ;4;1;LITORAL;4;ARCHIVO 13;ARCHIVO;87;DANIEL - EDWIN;45559
35070216159;035-07-02-16-159;-/MAGISTERIO 01-01-0251/ 153;00062;AOE-00062;2;16;ESTANTE TIPO MECANO;5 BANDEJAS;;;;;;;;METAL;PLOMO;200X92X30;;;ESTANTE TIPO MECANO DE METAL COLOR PLOMO DE 200X92X30 Cm. CON 5 BANDEJAS ;4;1;LITORAL;4;ARCHIVO 13;ARCHIVO;87;DANIEL - EDWIN;45559
35070216160;035-07-02-16-160;-/ 01-01-0220/ 152;00063;AOE-00063;2;16;ESTANTE TIPO MECANO;5 BANDEJAS;;;;;;;;METAL;PLOMO;200X92X30;;;ESTANTE TIPO MECANO DE METAL COLOR PLOMO DE 200X92X30 Cm. CON 5 BANDEJAS ;4;1;LITORAL;4;ARCHIVO 13;ARCHIVO;87;DANIEL - EDWIN;45559
35070216161;035-07-02-16-161;-/AERONAÈTICA S/C / 02-04-02-02-00-06-1;00064;AOE-00064;2;16;ESTANTE;6 BANDEJAS;;;;;;;;METAL;PLOMO;200X95X31;;;ESTANTE DE METAL COLOR PLOMO DE 200X95X31 Cm. CON 6 BANDEJAS ;4;1;LITORAL;4;ARCHIVO 13;ARCHIVO;87;DANIEL - EDWIN;45559
35070216162;035-07-02-16-162;35020218206/02-04-02-02-00-06-1/150 RESOLUCION 322 AERONAÈTICA S/C;00065;AOE-00065;2;16;ESTANTE;6 BANDEJAS;;;;;;;;METAL;PLOMO;200X89X40;;;ESTANTE DE METAL COLOR PLOMO DE 200X89X40 Cm. CON 6 BANDEJAS ;4;1;LITORAL;4;ARCHIVO 13;ARCHIVO;87;DANIEL - EDWIN;45559
